S9 Preheat,,
S9 Preheat 1,"Date : 28/07/2021, 14:46:54",
347,0.458,34.8
348,0.456,35
349,0.454,35.1
350,0.451,35.4
351,0.449,35.5
352,0.448,35.6
353,0.448,35.7
354,0.447,35.8
355,0.445,35.9
356,0.445,35.9
357,0.445,35.9
358,0.445,35.9
359,0.442,36.1
360,0.442,36.1
361,0.447,35.7
362,0.449,35.6
363,0.449,35.6
364,0.449,35.6
365,0.448,35.6
366,0.448,35.6
367,0.448,35.7
368,0.445,35.9
369,0.443,36.1
370,0.443,36
371,0.443,36.1
372,0.442,36.1
373,0.441,36.2
374,0.438,36.4
375,0.438,36.4
376,0.441,36.2
377,0.447,35.7
378,0.451,35.4
379,0.451,35.4
380,0.451,35.4
381,0.447,35.7
382,0.447,35.7
383,0.448,35.7
384,0.449,35.6
385,0.449,35.6
386,0.449,35.6
387,0.45,35.5
388,0.449,35.6
389,0.448,35.6
390,0.437,36.5
391,0.435,36.7
392,0.433,36.9
393,0.432,37
394,0.431,37.1
395,0.431,37
396,0.43,37.2
397,0.429,37.3
398,0.428,37.3
399,0.427,37.4
400,0.427,37.4
401,0.426,37.5
402,0.425,37.6
403,0.425,37.6
404,0.425,37.6
405,0.426,37.5
406,0.426,37.5
407,0.426,37.5
408,0.426,37.5
409,0.424,37.6
410,0.424,37.6
411,0.424,37.6
412,0.424,37.7
413,0.424,37.7
414,0.424,37.7
415,0.423,37.7
416,0.421,37.9
417,0.421,37.9
418,0.42,38
419,0.418,38.2
420,0.418,38.2
421,0.419,38.1
422,0.419,38.1
423,0.419,38.1
424,0.419,38.1
425,0.419,38.1
426,0.419,38.1
427,0.42,38.1
428,0.419,38.1
429,0.419,38.1
430,0.418,38.2
431,0.417,38.2
432,0.417,38.2
433,0.417,38.2
434,0.417,38.3
435,0.417,38.3
436,0.415,38.4
437,0.415,38.5
438,0.415,38.5
439,0.414,38.6
440,0.413,38.7
441,0.413,38.7
442,0.412,38.7
443,0.412,38.7
444,0.412,38.7
445,0.412,38.8
446,0.411,38.8
447,0.409,39
448,0.409,39
449,0.409,39
450,0.408,39
451,0.407,39.2
452,0.407,39.2
453,0.406,39.3
454,0.406,39.3
455,0.406,39.3
456,0.404,39.4
457,0.404,39.5
458,0.402,39.6
459,0.4,39.8
460,0.399,39.9
461,0.399,39.9
462,0.399,39.9
463,0.399,39.9
464,0.397,40
465,0.397,40.1
466,0.395,40.2
467,0.395,40.2
468,0.395,40.3
469,0.394,40.4
470,0.393,40.4
471,0.392,40.6
472,0.39,40.7
473,0.39,40.8
474,0.388,40.9
475,0.387,41
476,0.386,41.1
477,0.383,41.4
478,0.382,41.5
479,0.381,41.6
480,0.38,41.7
481,0.375,42.1
482,0.372,42.5
483,0.369,42.7
484,0.371,42.6
485,0.374,42.3
486,0.374,42.3
487,0.372,42.5
488,0.372,42.5
489,0.372,42.5
490,0.369,42.7
491,0.368,42.9
492,0.368,42.8
493,0.368,42.9
494,0.366,43
495,0.363,43.3
496,0.362,43.5
497,0.361,43.5
498,0.361,43.6
499,0.36,43.6
500,0.359,43.7
501,0.357,44
502,0.355,44.2
503,0.354,44.3
504,0.353,44.3
505,0.352,44.5
506,0.35,44.7
507,0.349,44.8
508,0.347,44.9
509,0.346,45.1
510,0.345,45.2
511,0.345,45.2
512,0.343,45.4
513,0.343,45.4
514,0.342,45.5
515,0.341,45.7
516,0.339,45.9
517,0.338,45.9
518,0.338,45.9
519,0.338,45.9
520,0.337,46
521,0.334,46.3
522,0.333,46.5
523,0.331,46.6
524,0.329,46.9
525,0.326,47.2
526,0.324,47.4
527,0.323,47.5
528,0.326,47.2
529,0.328,47
530,0.327,47
531,0.326,47.2
532,0.325,47.3
533,0.325,47.3
534,0.324,47.5
535,0.323,47.5
536,0.322,47.7
537,0.321,47.7
538,0.317,48.2
539,0.313,48.6
540,0.313,48.6
541,0.316,48.4
542,0.316,48.3
543,0.316,48.3
544,0.315,48.4
545,0.313,48.7
546,0.312,48.7
547,0.312,48.7
548,0.312,48.7
549,0.31,49
550,0.308,49.3
551,0.307,49.4
552,0.305,49.5
553,0.305,49.5
554,0.305,49.6
555,0.303,49.7
556,0.302,49.9
557,0.301,50
558,0.3,50.2
559,0.298,50.3
560,0.295,50.7
561,0.294,50.8
562,0.293,51
563,0.291,51.2
564,0.289,51.4
565,0.288,51.5
566,0.289,51.4
567,0.289,51.4
568,0.289,51.5
569,0.287,51.6
570,0.285,51.8
571,0.285,51.9
572,0.284,52
573,0.284,52
574,0.284,52
575,0.284,52
576,0.284,52
577,0.284,52
578,0.283,52.1
579,0.283,52.1
580,0.281,52.3
581,0.28,52.5
582,0.279,52.6
583,0.278,52.7
584,0.277,52.8
585,0.276,52.9
586,0.276,53
587,0.274,53.2
588,0.273,53.3
589,0.273,53.4
590,0.272,53.4
591,0.272,53.5
592,0.271,53.6
593,0.269,53.8
594,0.269,53.8
595,0.268,53.9
596,0.268,54
597,0.268,54
598,0.268,53.9
599,0.269,53.9
600,0.267,54.1
601,0.265,54.3
602,0.264,54.5
603,0.262,54.7
604,0.262,54.6
605,0.263,54.5
606,0.264,54.5
607,0.263,54.5
608,0.261,54.8
609,0.261,54.8
610,0.262,54.7
611,0.262,54.7
612,0.262,54.7
613,0.26,54.9
614,0.259,55.1
615,0.258,55.2
616,0.258,55.2
617,0.258,55.3
618,0.257,55.3
619,0.256,55.5
620,0.256,55.5
621,0.254,55.7
622,0.254,55.8
623,0.253,55.9
624,0.251,56
625,0.251,56.1
626,0.251,56.1
627,0.251,56.2
628,0.251,56.2
629,0.25,56.2
630,0.25,56.3
631,0.249,56.4
632,0.248,56.5
633,0.247,56.6
634,0.247,56.6
635,0.247,56.6
636,0.247,56.6
637,0.246,56.7
638,0.246,56.7
639,0.246,56.8
640,0.245,56.9
641,0.244,57.1
642,0.243,57.1
643,0.243,57.1
644,0.243,57.2
645,0.241,57.4
646,0.241,57.5
647,0.24,57.5
648,0.24,57.6
649,0.239,57.7
650,0.238,57.8
651,0.238,57.8
652,0.238,57.8
653,0.238,57.9
654,0.237,58
655,0.236,58
656,0.235,58.2
657,0.234,58.4
658,0.233,58.5
659,0.233,58.5
660,0.233,58.5
661,0.234,58.4
662,0.234,58.4
663,0.233,58.5
664,0.233,58.5
665,0.232,58.6
666,0.231,58.7
667,0.231,58.8
668,0.23,58.9
669,0.23,58.9
670,0.23,58.9
671,0.229,59
672,0.228,59.1
673,0.228,59.1
674,0.227,59.2
675,0.227,59.3
676,0.226,59.4
677,0.226,59.5
678,0.225,59.6
679,0.224,59.7
680,0.224,59.7
681,0.224,59.7
682,0.224,59.7
683,0.224,59.7
684,0.224,59.7
685,0.224,59.7
686,0.223,59.9
687,0.222,60
688,0.221,60.1
689,0.221,60.1
690,0.221,60.1
691,0.22,60.3
692,0.22,60.3
693,0.219,60.3
694,0.219,60.4
695,0.218,60.5
696,0.218,60.6
697,0.217,60.7
698,0.215,61
699,0.215,60.9
700,0.216,60.8
701,0.216,60.8
702,0.216,60.8
703,0.216,60.8
704,0.216,60.8
705,0.215,60.9
706,0.214,61.1
707,0.214,61.1
708,0.214,61.1
709,0.213,61.2
710,0.213,61.2
711,0.213,61.2
712,0.213,61.2
713,0.212,61.3
714,0.211,61.5
715,0.211,61.5
716,0.211,61.5
717,0.211,61.5
718,0.211,61.5
719,0.211,61.5
720,0.211,61.5
721,0.211,61.6
722,0.21,61.6
723,0.21,61.6
724,0.21,61.7
725,0.209,61.8
726,0.209,61.8
727,0.209,61.9
728,0.208,61.9
729,0.208,61.9
730,0.208,61.9
731,0.208,61.9
732,0.208,61.9
733,0.208,62
734,0.208,62
735,0.208,62
736,0.207,62.1
737,0.206,62.2
738,0.205,62.4
739,0.205,62.4
740,0.204,62.5
741,0.204,62.6
742,0.202,62.7
743,0.202,62.8
744,0.202,62.8
745,0.201,62.9
746,0.201,62.9
747,0.201,62.9
748,0.2,63
749,0.2,63.1
750,0.2,63.1
751,0.199,63.2
752,0.199,63.2
753,0.199,63.3
754,0.198,63.4
755,0.197,63.5
756,0.197,63.5
757,0.197,63.5
758,0.197,63.6
759,0.196,63.6
760,0.195,63.9
761,0.195,63.9
762,0.195,63.9
763,0.194,64
764,0.194,64
765,0.194,64
766,0.194,64
767,0.194,64
768,0.194,64
769,0.194,64
770,0.194,64
771,0.194,64
772,0.194,64
773,0.193,64.1
774,0.193,64
775,0.193,64.1
776,0.192,64.3
777,0.191,64.3
778,0.191,64.4
779,0.191,64.5
780,0.189,64.8
781,0.19,64.5
782,0.19,64.5
783,0.19,64.5
784,0.19,64.5
785,0.19,64.6
786,0.19,64.6
787,0.189,64.7
788,0.187,65
789,0.187,65
790,0.186,65.1
791,0.184,65.5
792,0.184,65.5
793,0.184,65.5
794,0.184,65.4
795,0.185,65.4
796,0.185,65.3
797,0.186,65.2
798,0.186,65.2
799,0.186,65.2
800,0.186,65.2
801,0.186,65.2
802,0.185,65.3
803,0.184,65.4
804,0.184,65.5
805,0.183,65.7
806,0.182,65.7
807,0.182,65.8
808,0.181,65.9
809,0.181,65.9
810,0.181,65.9
811,0.181,66
812,0.18,66
813,0.18,66.1
814,0.18,66.1
815,0.18,66.1
816,0.179,66.2
817,0.18,66.1
818,0.179,66.2
819,0.179,66.2
820,0.177,66.5
821,0.177,66.6
822,0.174,67
823,0.17,67.6
824,0.171,67.5
825,0.174,67
826,0.175,66.9
827,0.175,66.9
828,0.174,67
829,0.174,66.9
830,0.175,66.9
831,0.175,66.8
832,0.175,66.9
833,0.173,67.2
834,0.172,67.2
835,0.171,67.4
836,0.173,67.2
837,0.174,67.1
838,0.174,67.1
839,0.172,67.3
840,0.17,67.6
841,0.17,67.6
842,0.171,67.5
843,0.171,67.4
844,0.172,67.3
845,0.173,67.2
846,0.173,67.2
847,0.171,67.4
848,0.168,67.9
849,0.168,67.8
850,0.169,67.8
851,0.169,67.8
852,0.169,67.8
853,0.168,67.9
854,0.171,67.5
855,0.171,67.5
856,0.169,67.8
857,0.169,67.8
858,0.169,67.8
859,0.17,67.6
860,0.17,67.6
861,0.17,67.6
862,0.169,67.7
863,0.169,67.8
864,0.169,67.8
865,0.168,67.9
866,0.168,68
867,0.168,68
868,0.168,67.9
869,0.168,68
870,0.167,68
871,0.167,68
872,0.167,68
873,0.166,68.3
874,0.165,68.4
875,0.165,68.4
876,0.165,68.4
877,0.165,68.4
878,0.164,68.6
879,0.164,68.6
880,0.164,68.6
881,0.163,68.7
882,0.162,68.8
883,0.162,68.9
884,0.162,68.9
885,0.162,68.8
886,0.164,68.5
887,0.164,68.5
888,0.163,68.7
889,0.161,69
890,0.16,69.2
891,0.16,69.2
892,0.16,69.2
893,0.16,69.2
894,0.16,69.2
895,0.16,69.2
896,0.16,69.2
897,0.16,69.2
898,0.16,69.1
899,0.159,69.3
900,0.159,69.3
901,0.159,69.3
902,0.158,69.5
903,0.158,69.5
904,0.158,69.5
905,0.158,69.4
906,0.159,69.4
907,0.159,69.4
908,0.159,69.4
909,0.158,69.4
910,0.154,70.1
911,0.155,70.1
912,0.155,70
913,0.155,69.9
914,0.157,69.7
915,0.157,69.7
916,0.156,69.8
917,0.156,69.8
918,0.156,69.8
919,0.156,69.7
920,0.157,69.7
921,0.157,69.7
922,0.154,70.1
923,0.154,70.1
924,0.154,70.1
925,0.154,70.1
926,0.154,70.1
927,0.155,70
928,0.155,70
929,0.155,70
930,0.155,70
931,0.155,70
932,0.155,70
933,0.155,70
934,0.155,70
935,0.155,70
936,0.155,70
937,0.155,70
938,0.155,70
939,0.155,70
940,0.155,70
941,0.155,70
942,0.155,70
943,0.155,70
944,0.155,70
945,0.155,70
946,0.155,70
947,0.155,70
948,0.154,70.1
949,0.153,70.3
950,0.161,69
951,0.167,68.1
952,0.169,67.8
953,0.168,67.8
954,0.169,67.7
955,0.17,67.5
956,0.172,67.4
957,0.174,67
958,0.175,66.8
959,0.177,66.5
960,0.179,66.2
961,0.18,66.1
962,0.18,66
963,0.181,65.8
964,0.182,65.8
965,0.182,65.7
966,0.185,65.4
967,0.186,65.2
968,0.189,64.8
969,0.191,64.5
970,0.195,63.9
971,0.195,63.8
972,0.196,63.7
973,0.195,63.9
974,0.193,64.2
975,0.192,64.2
976,0.192,64.2
977,0.192,64.3
978,0.192,64.3
979,0.19,64.5
980,0.187,65
981,0.184,65.5
982,0.174,67
983,0.173,67.1
984,0.171,67.5
985,0.171,67.5
986,0.171,67.4
987,0.178,66.3
988,0.184,65.4
989,0.185,65.3
990,0.185,65.3
991,0.185,65.3
992,0.183,65.6
993,0.181,65.8
994,0.18,66.1
995,0.18,66.1
996,0.171,67.4
997,0.169,67.8
998,0.169,67.8
999,0.168,67.9
"1,000.00",0.166,68.2
"1,001.00",0.168,67.9
"1,002.00",0.171,67.5
"1,003.00",0.172,67.2
"1,004.00",0.172,67.3
"1,005.00",0.172,67.2
"1,006.00",0.173,67.1
"1,007.00",0.173,67.1
"1,008.00",0.174,66.9
"1,009.00",0.174,66.9
"1,010.00",0.174,67
"1,011.00",0.174,67
"1,012.00",0.174,67
"1,013.00",0.174,67
"1,014.00",0.173,67.1
"1,015.00",0.173,67.1
"1,016.00",0.173,67.2
"1,017.00",0.172,67.3
"1,018.00",0.172,67.3
"1,019.00",0.172,67.2
"1,020.00",0.172,67.3
"1,021.00",0.173,67.2
"1,022.00",0.174,67
"1,023.00",0.176,66.7
"1,024.00",0.176,66.8
"1,025.00",0.177,66.6
"1,026.00",0.179,66.2
"1,027.00",0.18,66.1
"1,028.00",0.183,65.6
"1,029.00",0.183,65.7
"1,030.00",0.184,65.5
"1,031.00",0.184,65.4
"1,032.00",0.184,65.4
"1,033.00",0.184,65.5
"1,034.00",0.184,65.5
"1,035.00",0.184,65.4
"1,036.00",0.185,65.3
"1,037.00",0.185,65.3
"1,038.00",0.187,65
"1,039.00",0.19,64.6
"1,040.00",0.19,64.6
"1,041.00",0.192,64.2
"1,042.00",0.194,64
"1,043.00",0.195,63.9
"1,044.00",0.195,63.9
"1,045.00",0.195,63.9
"1,046.00",0.195,63.9
"1,047.00",0.196,63.7
"1,048.00",0.196,63.7
"1,049.00",0.196,63.6
"1,050.00",0.196,63.6
"1,051.00",0.196,63.6
"1,052.00",0.196,63.6
"1,053.00",0.197,63.6
"1,054.00",0.197,63.6
"1,055.00",0.2,63.1
"1,056.00",0.199,63.2
"1,057.00",0.201,63
"1,058.00",0.205,62.4
"1,059.00",0.208,61.9
"1,060.00",0.211,61.5
"1,061.00",0.212,61.4
"1,062.00",0.212,61.4
"1,063.00",0.213,61.3
"1,064.00",0.214,61.1
"1,065.00",0.214,61
"1,066.00",0.22,60.2
"1,067.00",0.22,60.3
"1,068.00",0.22,60.3
"1,069.00",0.224,59.7
"1,070.00",0.226,59.4
"1,071.00",0.226,59.4
"1,072.00",0.225,59.5
"1,073.00",0.226,59.5
"1,074.00",0.227,59.3
"1,075.00",0.228,59.2
"1,076.00",0.228,59.1
"1,077.00",0.228,59.1
"1,078.00",0.228,59.1
"1,079.00",0.226,59.4
"1,080.00",0.228,59.1
"1,081.00",0.228,59.1
"1,082.00",0.227,59.2
"1,083.00",0.227,59.3
"1,084.00",0.228,59.2
"1,085.00",0.228,59.1
"1,086.00",0.228,59.1
"1,087.00",0.228,59.2
"1,088.00",0.23,58.9
"1,089.00",0.233,58.5
"1,090.00",0.233,58.5
"1,091.00",0.232,58.6
"1,092.00",0.231,58.7
"1,093.00",0.231,58.7
"1,094.00",0.231,58.8
"1,095.00",0.231,58.8
"1,096.00",0.23,58.8
"1,097.00",0.23,58.9
"1,098.00",0.231,58.8
"1,099.00",0.23,58.9
"1,100.00",0.171,67.4
,,
,,
S9 Preheat,,
S9 Preheat 2,"Date : 28/07/2021, 14:48:18",
Wavelength (nm),ABS,%T
190,1.65,2.2
191,1.693,2
192,1.712,1.9
193,1.74,1.8
194,1.748,1.8
195,1.756,1.8
196,1.77,1.7
197,1.773,1.7
198,1.778,1.7
199,1.778,1.7
200,1.775,1.7
201,1.758,1.7
202,1.749,1.8
203,1.741,1.8
204,1.724,1.9
205,1.702,2
206,1.67,2.1
207,1.633,2.3
208,1.59,2.6
209,1.542,2.9
210,1.49,3.2
211,1.44,3.6
212,1.387,4.1
213,1.338,4.6
214,1.286,5.2
215,1.276,5.3
216,1.241,5.7
217,1.191,6.4
218,1.142,7.2
219,1.1,7.9
220,1.06,8.7
221,1.025,9.4
222,0.991,10.2
223,0.953,11.1
224,0.928,11.8
225,0.909,12.3
226,0.896,12.7
227,0.886,13
228,0.884,13.1
229,0.885,13
230,0.889,12.9
231,0.894,12.8
232,0.902,12.5
233,0.91,12.3
234,0.921,12
235,0.931,11.7
236,0.943,11.4
237,0.954,11.1
238,0.965,10.8
239,0.974,10.6
240,0.982,10.4
241,0.984,10.4
242,0.984,10.4
243,0.985,10.4
244,0.985,10.4
245,0.977,10.6
246,0.966,10.8
247,0.946,11.3
248,0.931,11.7
249,0.916,12.1
250,0.898,12.7
251,0.875,13.3
252,0.849,14.2
253,0.826,14.9
254,0.804,15.7
255,0.785,16.4
256,0.765,17.2
257,0.741,18.1
258,0.721,19
259,0.701,19.9
260,0.683,20.7
261,0.673,21.2
262,0.668,21.5
263,0.657,22
264,0.647,22.5
265,0.637,23.1
266,0.628,23.5
267,0.62,24
268,0.615,24.3
269,0.612,24.5
270,0.608,24.6
271,0.602,25
272,0.598,25.2
273,0.598,25.3
274,0.598,25.3
275,0.597,25.3
276,0.594,25.5
277,0.592,25.6
278,0.591,25.6
279,0.59,25.7
280,0.589,25.7
281,0.585,26
282,0.583,26.1
283,0.582,26.2
284,0.58,26.3
285,0.579,26.3
286,0.579,26.4
287,0.577,26.5
288,0.575,26.6
289,0.574,26.7
290,0.571,26.9
291,0.567,27.1
292,0.566,27.1
293,0.566,27.2
294,0.56,27.5
295,0.56,27.5
296,0.557,27.7
297,0.556,27.8
298,0.556,27.8
299,0.556,27.8
300,0.555,27.8
301,0.555,27.9
302,0.552,28
303,0.551,28.1
304,0.549,28.3
305,0.546,28.5
306,0.542,28.7
307,0.537,29
308,0.533,29.3
309,0.532,29.4
310,0.53,29.5
311,0.529,29.6
312,0.528,29.6
313,0.524,29.9
314,0.52,30.2
315,0.519,30.2
316,0.521,30.1
317,0.521,30.1
318,0.515,30.5
319,0.513,30.7
320,0.513,30.7
321,0.51,30.9
322,0.502,31.5
323,0.499,31.7
324,0.5,31.7
325,0.5,31.6
326,0.5,31.6
327,0.5,31.6
328,0.498,31.8
329,0.494,32.1
330,0.491,32.3
331,0.487,32.6
332,0.486,32.6
333,0.485,32.7
334,0.485,32.7
335,0.484,32.8
336,0.482,32.9
337,0.48,33.1
338,0.479,33.2
339,0.477,33.3
340,0.474,33.5
341,0.472,33.8
342,0.468,34
343,0.467,34.1
344,0.468,34
345,0.47,33.9
346,0.47,33.9
347,0.468,34
348,0.466,34.2
349,0.464,34.4
350,0.461,34.6
351,0.46,34.7
352,0.458,34.8
353,0.456,35
354,0.455,35.1
355,0.454,35.1
356,0.455,35.1
357,0.455,35.1
358,0.454,35.2
359,0.451,35.4
360,0.452,35.3
361,0.456,35
362,0.461,34.6
363,0.46,34.7
364,0.46,34.6
365,0.459,34.8
366,0.459,34.7
367,0.458,34.9
368,0.455,35.1
369,0.454,35.2
370,0.454,35.2
371,0.453,35.3
372,0.452,35.3
373,0.451,35.4
374,0.448,35.6
375,0.448,35.6
376,0.452,35.4
377,0.458,34.9
378,0.461,34.6
379,0.461,34.6
380,0.461,34.6
381,0.458,34.8
382,0.456,35
383,0.456,35
384,0.457,34.9
385,0.457,34.9
386,0.457,34.9
387,0.458,34.9
388,0.458,34.8
389,0.457,34.9
390,0.446,35.8
391,0.444,36
392,0.442,36.2
393,0.442,36.2
394,0.441,36.2
395,0.441,36.3
396,0.439,36.4
397,0.439,36.4
398,0.439,36.4
399,0.436,36.6
400,0.436,36.7
401,0.434,36.8
402,0.434,36.8
403,0.434,36.8
404,0.434,36.8
405,0.434,36.8
406,0.434,36.8
407,0.434,36.8
408,0.433,36.9
409,0.433,36.9
410,0.433,36.9
411,0.433,36.9
412,0.433,36.9
413,0.433,36.9
414,0.432,37
415,0.432,37
416,0.431,37.1
417,0.43,37.1
418,0.429,37.3
419,0.428,37.3
420,0.427,37.4
421,0.427,37.4
422,0.427,37.4
423,0.427,37.4
424,0.427,37.4
425,0.427,37.4
426,0.427,37.4
427,0.427,37.4
428,0.427,37.4
429,0.428,37.4
430,0.427,37.4
431,0.427,37.4
432,0.427,37.4
433,0.427,37.4
434,0.426,37.5
435,0.426,37.5
436,0.425,37.6
437,0.424,37.7
438,0.424,37.7
439,0.423,37.8
440,0.421,37.9
441,0.42,38
442,0.42,38
443,0.42,38
444,0.42,38
445,0.419,38.1
446,0.419,38.1
447,0.419,38.1
448,0.418,38.2
449,0.417,38.3
450,0.416,38.4
451,0.415,38.4
452,0.415,38.5
453,0.415,38.5
454,0.414,38.5
455,0.413,38.6
456,0.412,38.7
457,0.411,38.8
458,0.409,39
459,0.407,39.1
460,0.407,39.1
461,0.408,39.1
462,0.408,39.1
463,0.408,39.1
464,0.407,39.2
465,0.406,39.3
466,0.405,39.4
467,0.404,39.4
468,0.403,39.5
469,0.403,39.5
470,0.403,39.6
471,0.401,39.7
472,0.399,39.9
473,0.398,40
474,0.396,40.2
475,0.395,40.3
476,0.394,40.4
477,0.392,40.5
478,0.39,40.7
479,0.389,40.8
480,0.388,41
481,0.384,41.3
482,0.38,41.7
483,0.378,41.8
484,0.379,41.8
485,0.382,41.5
486,0.382,41.5
487,0.381,41.6
488,0.38,41.7
489,0.38,41.7
490,0.379,41.8
491,0.377,42
492,0.377,41.9
493,0.378,41.8
494,0.378,41.9
495,0.375,42.2
496,0.372,42.5
497,0.372,42.5
498,0.37,42.6
499,0.37,42.7
500,0.368,42.8
501,0.366,43.1
502,0.365,43.1
503,0.364,43.3
504,0.362,43.5
505,0.362,43.5
506,0.361,43.6
507,0.358,43.8
508,0.357,44
509,0.355,44.1
510,0.354,44.3
511,0.353,44.3
512,0.353,44.4
513,0.353,44.4
514,0.351,44.5
515,0.348,44.8
516,0.346,45.1
517,0.345,45.2
518,0.345,45.1
519,0.347,45
520,0.346,45.1
521,0.344,45.3
522,0.342,45.5
523,0.339,45.8
524,0.336,46.1
525,0.334,46.3
526,0.331,46.6
527,0.331,46.7
528,0.332,46.5
529,0.337,46
530,0.338,45.9
531,0.336,46.2
532,0.333,46.4
533,0.333,46.4
534,0.333,46.4
535,0.332,46.5
536,0.331,46.7
537,0.33,46.7
538,0.326,47.2
539,0.322,47.6
540,0.322,47.7
541,0.322,47.6
542,0.324,47.4
543,0.325,47.4
544,0.324,47.4
545,0.323,47.6
546,0.321,47.7
547,0.321,47.7
548,0.321,47.7
549,0.32,47.9
550,0.318,48.1
551,0.316,48.3
552,0.315,48.4
553,0.315,48.4
554,0.315,48.4
555,0.313,48.6
556,0.312,48.8
557,0.31,48.9
558,0.31,49
559,0.308,49.1
560,0.304,49.7
561,0.302,49.9
562,0.302,49.9
563,0.301,50
564,0.299,50.3
565,0.297,50.5
566,0.297,50.4
567,0.297,50.4
568,0.297,50.4
569,0.295,50.7
570,0.294,50.8
571,0.293,51
572,0.292,51
573,0.292,51
574,0.292,51
575,0.292,51
576,0.293,50.9
577,0.293,51
578,0.292,51.1
579,0.291,51.1
580,0.29,51.3
581,0.288,51.5
582,0.287,51.6
583,0.287,51.7
584,0.285,51.9
585,0.284,52
586,0.283,52.1
587,0.282,52.3
588,0.281,52.4
589,0.28,52.4
590,0.28,52.5
591,0.279,52.5
592,0.278,52.7
593,0.277,52.9
594,0.276,52.9
595,0.275,53.1
596,0.275,53.1
597,0.275,53
598,0.276,53
599,0.276,53
600,0.276,53
601,0.273,53.3
602,0.271,53.6
603,0.27,53.7
604,0.27,53.7
605,0.27,53.7
606,0.27,53.7
607,0.27,53.7
608,0.27,53.7
609,0.269,53.9
610,0.269,53.8
611,0.269,53.8
612,0.269,53.9
613,0.268,53.9
614,0.267,54.1
615,0.266,54.2
616,0.265,54.3
617,0.264,54.4
618,0.264,54.4
619,0.263,54.5
620,0.263,54.6
621,0.262,54.7
622,0.262,54.7
623,0.26,55
624,0.259,55
625,0.258,55.2
626,0.258,55.2
627,0.258,55.2
628,0.258,55.2
629,0.258,55.2
630,0.258,55.2
631,0.257,55.4
632,0.256,55.5
633,0.255,55.6
634,0.255,55.6
635,0.255,55.7
636,0.254,55.7
637,0.254,55.7
638,0.253,55.8
639,0.253,55.9
640,0.252,56
641,0.251,56.1
642,0.251,56.2
643,0.25,56.2
